Timestamp,Username,Activity Type,Transaction Hash,Status,Description
2024-07-04T15:56:16.201807,0x602a0Fa5C63ebFf2aE80d7d32fB63638F4Ca6A88&Anna_Woods#1268,activity,N/A,Failed,"Error: {'code': -32000, 'message': 'replacement transaction underpriced'}"
2024-07-04T15:56:16.726874,0x285a5F4EEf84A84D07eb8a040700EB39cfC16F1C&Gerald_Bell#6137,activity,N/A,Failed,"Error: {'code': -32000, 'message': 'replacement transaction underpriced'}"
2024-07-04T15:56:18.941597,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,activity,0xdefde84763365a1396e206c8a639a88712f9f488369284c00148ec5f6ca80932,Success,use_stamina
2024-07-04T16:01:03.809651,0x285a5F4EEf84A84D07eb8a040700EB39cfC16F1C&Gerald_Bell#6137,activity,0x769f815dc0899e2c09827caa21d6376c04b16380e4101832ea4962e41d44ffa3,Success,use_stamina
2024-07-04T16:01:58.477146,0x285a5F4EEf84A84D07eb8a040700EB39cfC16F1C&Gerald_Bell#6137,battle,0xa0bfcc2e92386ba99ceca7285386e6d5c48936c95be11bc01ac264f60bccfea2,Success,adventure
2024-07-04T16:02:10.536136,0x285a5F4EEf84A84D07eb8a040700EB39cfC16F1C&Gerald_Bell#6137,activity,0x6d446e32944f22cdf88a72e78ee11e93e1efc69a2b8f91830e850503a8938973,Success,use_stamina
2024-07-04T16:03:12.809694,0x285a5F4EEf84A84D07eb8a040700EB39cfC16F1C&Gerald_Bell#6137,battle,0x2f2bc8632868be7dfdfa7509f6970d5bad25ffdebcb16107d1385523a18adaff,Success,adventure
2024-07-04T16:07:40.409542,0x285a5F4EEf84A84D07eb8a040700EB39cfC16F1C&Gerald_Bell#6137,activity,0xaf6d3a443f90da81d3027a36a2640c12cfe3d3d08aba37dae792660cea1ab0db,Success,use_stamina
2024-07-04T16:08:35.262288,0x285a5F4EEf84A84D07eb8a040700EB39cfC16F1C&Gerald_Bell#6137,battle,0xe3a1ed2e3d47640c255b45f0fbc6389936bde90f90fd1224d3225c8670d7b335,Success,adventure
2024-07-04T16:11:18.434884,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,activity,0xa502eec77c6f184f6749ca709e1c00293f012792fe685c367983006e1bd5841b,Success,use_stamina
2024-07-04T16:12:12.682166,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,battle,0xecd9fb3fb1a26c4b403eb4c15c1134705d6984b5b7aab3dd8ab389228df1eec6,Success,adventure
2024-07-04T16:12:24.512095,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,activity,0xb67cb51126fb68d17c62f6bf9b5c02265de96e3afc073f2ff65f87d3587eef17,Success,use_stamina
2024-07-04T16:13:25.610944,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,battle,0x8437de63980dbb3a44b7d405419b99a5ef4ab40fe1547275f39b20fc65ace939,Success,adventure
2024-07-04T16:13:56.232606,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,activity,0xcaf5a64f0839975c81c7a98ebecc69e9afe22961d211b1c391bc96d86b9e9145,Success,use_stamina
2024-07-04T16:14:35.706536,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,activity,0xc1730f87b68f67ad739d8faec6b1f00d125f9f9e62c027ab20db1d81834ffb48,Success,use_stamina
2024-07-04T16:15:25.182088,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,battle,0xa33ca4954bd905a8fcdc257e6e42844f49e16f7feef0b5d1740b38fcb95baa49,Success,adventure
2024-07-04T16:15:37.131716,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,activity,0x68bea544d9a7d6ff67ce4691eaf41cfe856ba7251a24eeb7318ec559da3b3677,Success,use_stamina
2024-07-04T16:17:45.925988,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,battle,0xa969e50402532f432cbd15d0a622a6f256b687e316fd6db62c2b3c001c822bc2,Success,adventure
2024-07-04T16:17:57.908487,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,activity,0xf0b334fbfbfe7224da56e7fb4407dfd0552f2b066eb3d41942324ece6ceec1a7,Success,use_stamina
2024-07-04T16:20:05.978829,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,battle,0x0c7de05bc1e647b719ebf6b339f7b3d3a8e7753d1fd85900b4e70f7ea54adca1,Success,adventure
2024-07-04T16:20:18.554611,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,activity,0x9ae9e8c90f3602f3f7b5ba3d3d8f17f52ff7946afeef9bc69927df5d5eef6a5c,Success,use_stamina
2024-07-04T16:22:27.136637,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,battle,0x9f63392fd0a65008da01382bccfe050baae721dfdd354ac6afb49495fff33440,Success,adventure
2024-07-04T16:22:39.185261,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,activity,0x9cda00e243e23f671bf515391e6c47f9ac91a46f73e4b7a227eeabbff328f718,Success,use_stamina
2024-07-04T16:24:50.416367,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,battle,0xc80af566a6193ef6ea62cfbb6bc68a455a6032fe23a04d29a3cdfd1634302284,Success,adventure
2024-07-04T16:25:47.913015,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,activity,0x066fa1f9b4695ce216be52572a5917244035af2cc3329494a3d51c36b6c91a4d,Success,gacha
2024-07-04T16:26:05.952874,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,activity,0x3acd310f073f2a1be27d70fb41e64c86799c3c3184778f050db1fc7ce0581923,Success,spend_zenny
2024-07-04T16:26:08.948157,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,activity,0x3352784e1813f752f25ebd409cc8e5e292930831fd88bcc853066ffe8f1da041,Success,gacha
2024-07-04T16:26:52.025925,0x79B6e97a94441682d88B10637B898b07D57BF11D&Jason_Jones#2866,activity,0xb84f56e198185047e76d0b9f568f302ac1fe03d52a9b35a80c8920a36e4089ed,Success,daily_mission
2024-07-04T16:29:48.959081,0x602a0Fa5C63ebFf2aE80d7d32fB63638F4Ca6A88&Anna_Woods#1268,activity,0xd0c2184b846f0b2cbd277cd86600d1f7d1cce4533deb6ea6b487ff9c5eca05d6,Success,use_stamina
2024-07-04T20:29:13.562454,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,activity,0xa3662355f3e9957b703963129595719eaabcae1bdaf3cfd31c3602e65e526eba,Success,use_stamina
2024-07-04T20:30:04.734343,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,battle,N/A,Failed,"Error: ('execution reverted: You are not authorized', '0x08c379a000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000016596f7520617265206e6f7420617574686f72697a656400000000000000000000')"
2024-07-04T20:30:18.502989,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,activity,0xf498fd52171dae9b296a0ae6ba1b1efae70f7c8efac049cfe6a1a1fc79cd2450,Success,use_stamina
2024-07-04T20:31:17.057814,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,battle,N/A,Failed,"Error: ('execution reverted: You are not authorized', '0x08c379a000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000016596f7520617265206e6f7420617574686f72697a656400000000000000000000')"
2024-07-04T20:31:48.162560,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,activity,0x0408e7206f113a378f65fba834d30634c8aaa79d492284f2d86de87aa897f765,Success,use_stamina
2024-07-04T20:32:27.143861,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,activity,0xfc0a4c5292950ae4304e4cf3ee995bae9ce4443eb34148adac0881c3ebdab084,Success,use_stamina
2024-07-04T20:33:13.456176,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,battle,N/A,Failed,"Error: ('execution reverted: You are not authorized', '0x08c379a000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000016596f7520617265206e6f7420617574686f72697a656400000000000000000000')"
2024-07-04T20:33:24.728933,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,activity,0x0ac17eb8e25dc3b6fe4b76ee1e34dea61fea0af26b6146b518962166611ec85e,Success,use_stamina
2024-07-04T20:35:31.211721,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,battle,N/A,Failed,"Error: ('execution reverted: You are not authorized', '0x08c379a000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000016596f7520617265206e6f7420617574686f72697a656400000000000000000000')"
2024-07-04T20:35:42.736079,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,activity,0xe782ce1ffab3002ced11c09a64f6c210cdca40e195e953bd20642a3cdaae51be,Success,use_stamina
2024-07-04T20:37:49.167506,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,battle,N/A,Failed,"Error: ('execution reverted: You are not authorized', '0x08c379a000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000016596f7520617265206e6f7420617574686f72697a656400000000000000000000')"
2024-07-04T20:38:01.566043,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,activity,0xdc4b49c73ed4fe458c9d755fb3cc98b41914d008f226d9d6ef8b88ba017da283,Success,use_stamina
2024-07-04T20:40:08.389677,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,battle,N/A,Failed,"Error: ('execution reverted: You are not authorized', '0x08c379a000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000016596f7520617265206e6f7420617574686f72697a656400000000000000000000')"
2024-07-04T20:40:21.741237,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,activity,0xee5d07dccf0bb3f0d0439ecdec6328ba57274761c655e33d24de46201d14c2db,Success,use_stamina
2024-07-04T20:42:31.333632,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,battle,N/A,Failed,"Error: ('execution reverted: You are not authorized', '0x08c379a000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000016596f7520617265206e6f7420617574686f72697a656400000000000000000000')"
2024-07-04T20:43:29.364783,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,activity,0x843e746e86ed29c8c50c5653839651146849c52945768ff35504eb9f9d303774,Success,gacha
2024-07-04T20:43:47.959424,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,activity,0x9e18ee1c8a3b9c242626998a80ce4eff6998b5ddefa82a470c2453097c417394,Success,spend_zenny
2024-07-04T20:43:51.291533,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,activity,0x8b62211d25a474aac1ef7e246af54ca29dba9c6056442c51b2e70e285ab82f3b,Success,gacha
2024-07-04T20:44:36.475664,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,activity,0xca84e45ded393fa2304d96ec13cf525408a8afe54404c566dab53f77e030e415,Success,daily_mission
2024-07-04T20:47:33.957787,0x3e143BcBae74D65B576e82A134f8f61273fc5083&Megan_Odonnell#8841,activity,0xdfded9bcfa67881ac244faabca20711385cad2aeccc74948a8e9d463251fb2c7,Success,use_stamina
2024-07-04T22:39:34.480689,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,activity,0xf31e396fd34efd88db1488616d7f8bfe8b55a77ed83413fe344a52a0f88676b8,Success,use_stamina
2024-07-04T22:41:11.372545,0x30390d058CaA8451d5149786E51ADAF9540C18ab&James_Harrison#7674,activity,0xe91998d301b878028fe68058d3bef2deb971361d26faced30b611a2bc300427e,Success,use_stamina
2024-07-05T12:49:44.170517,0xbf595a10001eE8a76220030977140B718783E82f&Karen_Carlson82,activity,0x07fbd66201c14a95c67ebb5dc2d0b921eb32da721e97ccdab485c6a6f02cf77e,Success,use_stamina
2024-07-05T12:50:38.881769,0xbf595a10001eE8a76220030977140B718783E82f&Karen_Carlson82,battle,0x4aaf6ee95ab6130ba56ba95a7bb4f6772a46a2d4b5928f94b932c1b346196384,Success,adventure
2024-07-05T12:50:51.736274,0xbf595a10001eE8a76220030977140B718783E82f&Karen_Carlson82,activity,0x13c6c70333c75f747f5135a5f3009dede70fbd97d408b1634e0db2789baa3ebf,Success,use_stamina
2024-07-05T12:51:55.413084,0xbf595a10001eE8a76220030977140B718783E82f&Karen_Carlson82,battle,0x62192e727a817c2f6ffd5e28d4d59627a735f7ddd979899f8ceaf61210795e9c,Success,adventure
2024-07-05T12:52:25.517358,0xbf595a10001eE8a76220030977140B718783E82f&Karen_Carlson82,activity,0x2e2f802285587b06f413162d636f5713a015594b0f038230be79202c723600be,Success,use_stamina
2024-07-05T12:53:03.940001,0xbf595a10001eE8a76220030977140B718783E82f&Karen_Carlson82,activity,0x0055e993f9acf146a3c7f3661e6da9e59afff36cff9656faa772332336dbdb04,Success,use_stamina
2024-07-05T12:56:20.344143,0xbf595a10001eE8a76220030977140B718783E82f&Karen_Carlson82,battle,0x21dbb334349f698c5e9d94d9b999ae0a92df9376d53f65a9a1e39624399c20a5,Success,adventure
2024-07-05T12:56:33.191727,0xbf595a10001eE8a76220030977140B718783E82f&Karen_Carlson82,activity,0x9b996659f234b3393a2735338f957c73ea94ed161092c731a88deb801fca4272,Success,use_stamina
2024-07-05T16:32:19.724728,0x51B11c7F69315554a9FEe8034079a6Bfd62A8189&Timothy_Keller45,activity,0xf3fc8f5e3c706eaf7fea0e9a8c18ae79526d4c070bfd28538761ba596212ac8e,Success,use_stamina
2024-07-05T16:48:23.996255,0x97838F11B1311A386adeE2A7632b2cCA215116c2&Kristin_Robinson82,activity,0x4a78bc83614190ef41718ce1397135aa17462a594a6567913e816f1d61be4b31,Success,use_stamina
2024-07-05T16:51:31.159971,0x97838F11B1311A386adeE2A7632b2cCA215116c2&Kristin_Robinson82,activity,0x194dfdc26d4cd384a9ed1f46993fe1d7ce0439ce6de8407f296c18dd43c5e5be,Success,use_stamina
2024-07-05T16:52:26.033252,0x97838F11B1311A386adeE2A7632b2cCA215116c2&Kristin_Robinson82,battle,0x5f1b63895e6666a85f7ac3a1209f283f3f8c3aa2f1c9ee102ff7ec09bd9ca200,Success,adventure
2024-07-05T16:52:38.244889,0x97838F11B1311A386adeE2A7632b2cCA215116c2&Kristin_Robinson82,activity,0x3bba740c86c8013ba7bbaf4cfcf40bcdd32f056a713d00c2841eb8e0309f93d7,Success,use_stamina
2024-07-05T16:53:39.059609,0x97838F11B1311A386adeE2A7632b2cCA215116c2&Kristin_Robinson82,battle,0xf720732a3fef651328023a05d4715794ed5133a14d31752a4ffa7729b49aeb34,Success,adventure
2024-07-05T16:54:10.516816,0x97838F11B1311A386adeE2A7632b2cCA215116c2&Kristin_Robinson82,activity,0x6d1f6fef943f4d853b4975bb7a4f2e66b3fad6b6fa57a3d0f626c63c55eb4ecd,Success,use_stamina
2024-07-05T16:54:49.335419,0x97838F11B1311A386adeE2A7632b2cCA215116c2&Kristin_Robinson82,activity,0x1e9b858500b98a20fc6e0339656b437e144c4150ede223175fade1aedeb8ef68,Success,use_stamina
2024-07-05T16:58:07.711863,0x97838F11B1311A386adeE2A7632b2cCA215116c2&Kristin_Robinson82,battle,0x2272ca01d5a18a7964ecc9990972b45b347764afa8bc92c8f5f41b93591e3c3f,Success,adventure
2024-07-05T16:58:19.815533,0x97838F11B1311A386adeE2A7632b2cCA215116c2&Kristin_Robinson82,activity,0x0758d63b6e2673cf9c278ffef6fc5f33a85a582f3fa2976e6c2e9e5370518ff0,Success,use_stamina
2024-07-05T18:50:36.217558,0xB666E883EE322B4f369032228FC64EeDF9994CBf&Kiara_Petersen11,activity,0x58fd3366c199aa0c5e103ab6df0bbd118164b6eba9249c1e07d99a9f9f6de1d9,Success,use_stamina
2024-07-05T18:51:46.112749,0xB666E883EE322B4f369032228FC64EeDF9994CBf&Kiara_Petersen11,battle,0xa7665d3df5108e9bd53f1ecb891ac655602ec6e0e944bee7d1ec16e5c328bf45,Success,adventure
2024-07-05T18:52:58.411276,0xB666E883EE322B4f369032228FC64EeDF9994CBf&Kiara_Petersen11,activity,0x21263da5defb4ea20a7beae108f82f0e440f5c8f049a9ebb817d877a43d5de80,Success,use_stamina
2024-07-05T18:53:10.557699,0xB666E883EE322B4f369032228FC64EeDF9994CBf&Kiara_Petersen11,battle,0x3196599a9f7aaaf96d6d3bb327680dbc264f47964a04be6dbd59b954e8283b46,Success,adventure
2024-07-05T18:54:07.755980,0xB666E883EE322B4f369032228FC64EeDF9994CBf&Kiara_Petersen11,activity,0x61aa5bb22aaea62db35e133fa3e8f305f909ce0b2a99e99c168da1fe55dbe5be,Success,gacha
2024-07-05T18:56:17.930068,0xB666E883EE322B4f369032228FC64EeDF9994CBf&Kiara_Petersen11,activity,0x764f4907c07feb6a4244e038c5682a3450a060af937ee0035992b52836a48d4e,Success,use_stamina
2024-07-05T19:06:33.344154,0xB666E883EE322B4f369032228FC64EeDF9994CBf&Kiara_Petersen11,activity,0x5fef0a3f0936cdd79cc4f84a3f22fdb9fa8ce5c4527da88bbb1c5e2c48c44c46,Success,use_stamina
2024-07-05T19:35:02.908828,0x7cA8059d7b2ad79D0B7ad027FB97EEEd11Ca72d1&Carol_Gomez47,activity,0x273ad40ad3951feab3f5427f431bd2b1fcb53d40f1d9482d4d5e0311a0c005f8,Success,use_stamina
2024-07-05T20:07:01.496704,0x9D2D4e9a960B07dAc4B2888111C48116c42bc4Db&Kevin_Chandler82,activity,0x15b7590c7edd342be1bdbd609b025fb65dafc38481c24e85970cd6bdd027f295,Success,use_stamina
2024-07-05T20:08:11.411286,0x9D2D4e9a960B07dAc4B2888111C48116c42bc4Db&Kevin_Chandler82,battle,0x4924716713031972eb7f771fa86b99a9e8522d0a90cbdf13883fb7187e8e4297,Success,adventure
2024-07-05T20:09:22.896857,0x9D2D4e9a960B07dAc4B2888111C48116c42bc4Db&Kevin_Chandler82,activity,0x3837040372bafa7588eb3c4c6f923b5b64841fb5f80a3e46396632750072ab6c,Success,use_stamina
2024-07-05T20:09:37.256164,0x9D2D4e9a960B07dAc4B2888111C48116c42bc4Db&Kevin_Chandler82,battle,0xf539130ab72958f3b1cba7238770faffd22a42f630cdf196769d44e80e4f62ef,Success,adventure
2024-07-05T20:10:35.408108,0x9D2D4e9a960B07dAc4B2888111C48116c42bc4Db&Kevin_Chandler82,activity,0x1851e7f86e948b8cd3deb652d6b8fd276f85c94d556321638ddcbdb6421e2756,Success,gacha
2024-07-05T20:11:32.705964,0x9D2D4e9a960B07dAc4B2888111C48116c42bc4Db&Kevin_Chandler82,activity,0x0163eb27ebfd0f98e5098c3ef8e773096a6bce6f883115543bb9c7db98cb584b,Success,use_stamina
2024-07-05T20:12:26.840562,0x9D2D4e9a960B07dAc4B2888111C48116c42bc4Db&Kevin_Chandler82,battle,0xfd8e1f9577bacfe438cff3527f51583012d8432163b9e99dba582ca05f85844d,Success,adventure
2024-07-05T20:12:38.961621,0x9D2D4e9a960B07dAc4B2888111C48116c42bc4Db&Kevin_Chandler82,activity,0x7d3c6dec2d13397866a3c7c866ed09f354680f787a20988a94b7728d6957c0af,Success,use_stamina
2024-07-05T20:13:40.676239,0x9D2D4e9a960B07dAc4B2888111C48116c42bc4Db&Kevin_Chandler82,battle,0x8dd4e9d966abe75e85085b7b05db292cfe223c256caf56f28b311a7a5a64355f,Success,adventure
2024-07-05T20:14:10.777547,0x9D2D4e9a960B07dAc4B2888111C48116c42bc4Db&Kevin_Chandler82,activity,0x834e8d39482fa95f28481a0699142b51c246e5f850781ed381a3ad9c159dbfb6,Success,use_stamina
2024-07-05T20:14:49.680699,0x9D2D4e9a960B07dAc4B2888111C48116c42bc4Db&Kevin_Chandler82,activity,0x294f5543e3a375c7d7624f28820181cba42fd45c2663df2be62705f3a1c129de,Success,use_stamina
2024-07-05T20:17:00.267411,0x9D2D4e9a960B07dAc4B2888111C48116c42bc4Db&Kevin_Chandler82,battle,0xd7a67e912a025bffca185ac6b39b91f1ef2543562446bc8b2513cfa34385a0d0,Success,adventure
2024-07-05T20:17:12.254060,0x9D2D4e9a960B07dAc4B2888111C48116c42bc4Db&Kevin_Chandler82,activity,0x8668ae2ef3f98f971ebb7a0518ccb3f11d250184c5cbb65a26879e9a63472fe6,Success,use_stamina
2024-07-05T20:42:51.991344,0x3c724573D874a894F1DF4e07d829060C4cdc7CFd&Alexander_Doyle75,activity,0x6b19dc548310add419905dfe889e9d5a4c0b879107321a7175ec98d2d1f2e2d8,Success,bind_creoplay
2024-07-05T20:55:24.380174,0x0C19cBD1382889f30236dEc1cb1Dc2A42B463C59&David_Jensen73,activity,0x43960acad00a3e03ad9734a39b4c9796ef9d3e518c980a74845c9ab467591322,Success,bind_creoplay
2024-07-05T21:08:18.282509,0x0C19cBD1382889f30236dEc1cb1Dc2A42B463C59&David_Jensen73,activity,0xac1aa6d88d933574b38e19cc1a3eadb5113d18f20f833ed999c3da7b82303078,Success,use_stamina
2024-07-05T21:09:27.597372,0x0C19cBD1382889f30236dEc1cb1Dc2A42B463C59&David_Jensen73,battle,0x96d7750b28627e0e131d318a568f93fb1ff78ab7c91c8312583a459c9d38850e,Success,adventure
2024-07-05T21:10:37.695529,0x0C19cBD1382889f30236dEc1cb1Dc2A42B463C59&David_Jensen73,activity,0x917d73f9f6e3915115bbc981225f77a0c513059cf5f750d8e1ba1f3b306108d6,Success,use_stamina
2024-07-05T21:10:50.254380,0x0C19cBD1382889f30236dEc1cb1Dc2A42B463C59&David_Jensen73,battle,0xb779f592d5548b187b73a5da7af4b6ad6e8bd37d2506d5c477ba03c7f0286f27,Success,adventure
2024-07-05T21:11:48.166106,0x0C19cBD1382889f30236dEc1cb1Dc2A42B463C59&David_Jensen73,activity,0x4e71acac9e37d564e4a2f25f0031acdb3950fe9b4b4ba4765ea6602ee14abdf6,Success,gacha
2024-07-05T21:12:44.071514,0x0C19cBD1382889f30236dEc1cb1Dc2A42B463C59&David_Jensen73,activity,0x3b95c3e1ad50e0313c80d1ee7e81ac54b3f3ff92476594f1c695859164d87919,Success,use_stamina
2024-07-05T21:13:37.790532,0x0C19cBD1382889f30236dEc1cb1Dc2A42B463C59&David_Jensen73,battle,0x84b8d2bfc624d5d517750d7814c1b574544f7c05f378dc64ad2896b3b7f16e9f,Success,adventure
2024-07-05T21:13:50.093185,0x0C19cBD1382889f30236dEc1cb1Dc2A42B463C59&David_Jensen73,activity,0x8c4e53a0df87bde12fcf08b1aa4bd2b31f005a0dad6bce346a0c57e5b6b6cee9,Success,use_stamina
2024-07-05T21:14:53.815916,0x0C19cBD1382889f30236dEc1cb1Dc2A42B463C59&David_Jensen73,battle,0xe5d06d5a21b7cc7cd0803a9a3f73881a2483b96e89854be465cc0606425a1603,Success,adventure
2024-07-05T21:15:24.336110,0x0C19cBD1382889f30236dEc1cb1Dc2A42B463C59&David_Jensen73,activity,0xc2d3d8676257f9d35965debe8f18923bb166ee7f7f2ff0c1ca563f4c457303a5,Success,use_stamina
2024-07-05T21:16:04.787352,0x0C19cBD1382889f30236dEc1cb1Dc2A42B463C59&David_Jensen73,activity,0x438fb18c1c9a3be840fd180c4c5ec4265563e49ebe468320d51d3a5417c4b160,Success,use_stamina
2024-07-05T21:18:17.113671,0x0C19cBD1382889f30236dEc1cb1Dc2A42B463C59&David_Jensen73,battle,0x19d2d8a4b93f874b3f54510c31520bdbf5b36372dd354a8b6de88b0f8705756d,Success,adventure
2024-07-05T21:18:29.534458,0x0C19cBD1382889f30236dEc1cb1Dc2A42B463C59&David_Jensen73,activity,0x12974050b77a49b1847da5d5836fdf32da0f576832337aa7da78e7664856903d,Success,use_stamina
2024-07-08T17:12:42.135007,0xC086a8Ec8500f4f72cA4398854C39Da1ce06D9Bb&Katrina_Rhodes76,activity,N/A,Failed,Error: Non-hexadecimal digit found
2024-07-08T18:08:49.500592,0xC086a8Ec8500f4f72cA4398854C39Da1ce06D9Bb&Katrina_Rhodes76,activity,N/A,Failed,Error: Non-hexadecimal digit found
2024-07-08T18:49:59.197043,0xC086a8Ec8500f4f72cA4398854C39Da1ce06D9Bb&Katrina_Rhodes76,activity,N/A,Failed,Error: Non-hexadecimal digit found
2024-07-08T19:26:38.660753,0xC086a8Ec8500f4f72cA4398854C39Da1ce06D9Bb&Katrina_Rhodes76,activity,N/A,Failed,Error: Non-hexadecimal digit found
